76561198069089430|550|1.9
76561198069089430|8930|2.1
76561198069089430|42910|0.7
76561198069089430|64000|0.2
76561198069089430|57690|0.7
76561198069089430|218620|1.6
76561198069089430|48720|1.9
76561198069089430|292030|0.9
76561198048315973|70|0.1
76561198048315973|550|0.2
76561198048315973|730|8.4
76561198048315973|219150|0.1
76561198048315973|218620|0.1
76561198048315973|107410|0.1
76561198048315973|295110|0.1
76561198048315973|8980|0.2
76561198048315973|49520|0.4
76561198048315973|206420|0.1
76561198091720428|550|0.2
76561198091720428|2990|0.1
76561198091720428|72000|0.1
76561198091720428|218620|0.2
76561198091720428|8930|1.2
76561198091720428|8980|0.2
76561198091720428|221380|0.1
76561198091720428|287450|0.8
76561198091720428|730|6.6
76561198091720428|235360|0.2
76561198091720428|266840|0.2
76561198081005991|550|1
76561198081005991|227300|2.8
76561198081005991|12210|4.9
76561198081005991|12220|1.3
76561198179828834|282440|0.1
76561198179828834|730|9.9
76561198101663790|72850|0.6
76561198101663790|218620|5.1
76561198101663790|8980|2.3
76561198101663790|49520|2
76561197992523823|26800|0.2
76561197992523823|550|0.6
76561197992523823|8930|0.2
76561197992523823|22600|0.1
76561197992523823|38720|0.1
76561197992523823|47870|1.9
76561197992523823|40800|0.1
76561197992523823|24240|0.4
76561197992523823|55230|0.3
76561197992523823|48000|0.2
76561197992523823|207610|0.4
76561197992523823|110800|0.6
76561197992523823|204300|0.2
76561197992523823|730|2.1
76561197992523823|218680|0.1
76561197992523823|211400|0.1
76561197992523823|57690|0.8
76561197992523823|219800|0.3
76561197992523823|239820|0.3
76561197992523823|250320|0.1
76561197992523823|227300|0.3
76561197992523823|94400|0.1
76561197992523823|213670|0.1
76561198045513593|1250|0.1
76561198045513593|21680|0.1
76561198045513593|550|0.5
76561198045513593|33180|0.1
76561198045513593|38700|0.1
76561198045513593|38600|0.1
76561198045513593|63710|0.1
76561198045513593|19680|0.2
76561198045513593|107100|0.2
76561198045513593|24240|0.1
76561198045513593|113200|0.1
76561198045513593|42680|0.1
76561198045513593|42690|0.7
76561198045513593|420|0.1
76561198045513593|202530|0.2
76561198045513593|72850|0.1
76561198045513593|207490|0.2
76561198045513593|40700|0.1
76561198045513593|204100|0.1
76561198045513593|207610|0.2
76561198045513593|211010|0.1
76561198045513593|211440|0.1
76561198045513593|40800|0.2
76561198045513593|730|0.1
76561198045513593|200710|0.2
76561198045513593|219150|0.1
76561198045513593|203160|0.1
76561198045513593|218680|0.2
76561198045513593|220440|0.1
76561198045513593|225260|0.1
76561198045513593|224820|0.1
76561198045513593|234940|0.1
76561198045513593|204450|0.1
76561198045513593|248190|0.2
76561198045513593|250180|0.1
76561198045513593|242050|0.6
76561198045513593|260210|0.3
76561198045513593|261030|0.2
